376,376,PuL_L,-18.35782748,-25.71565495,11.61661342,L,PuL,376
377,377,PuM_L,-12.67165775,-29.57860963,6.798930481,L,PuM,377
378,378,VA_L,-8.959546926,-4.95631068,4.351132686,L,VA,378
379,379,VLa_L,-12.15822002,-9.82447466,6.831891224,L,VLa,379
380,380,VLp_L,-13.19099492,-14.1902687,8.036310821,L,VLp,380
381,381,VPL_L,-17.87865311,-21.43710292,6.088310038,L,VPL,381
382,382,Putam_L,-25.98949661,0.919047009,0.418342513,L,Putam,382
383,383,Caud_L,-14.72525399,7.049637155,8.828011611,L,Caud,383
384,384,NAc_L,-10.07068966,8.015517241,-10.3137931,L,NAc,384
385,385,Gpe_L,-19.39833333,-1.398333333,-0.421666667,L,Gpe,385
386,386,Gpi_L,-17.47665056,-5.206119163,-4.54589372,L,Gpi,386
387,387,Amyg_L,-23.84758842,-4.872025723,-19.85659164,L,Amyg,387
388,388,SNpc_L,-8.414893617,-19.46276596,-14.17021277,L,SNpc,388
389,389,SNpr_L,-10.27294118,-16.40941176,-13.48705882,L,SNpr,389
390,390,VTA_L,-3.954545455,-20.86363636,-16.68181818,L,VTA,390
391,391,MB_L,-2.239316239,-7.905982906,-14.63247863,L,MB,391
392,392,Septum_L,-2.370689655,6.267241379,-4.375,L,Septum,392
393,393,Nb_L,-13.84094488,-0.371653543,-10.88818898,L,Nb,393
394,394,AV_R,4.322695035,-4.546099291,8.719858156,R,AV,394
395,395,CeM_R,4.902173913,-8.195652174,-0.141304348,R,CeM,395
396,396,CL_R,5.533333333,-10.86666667,11.93333333,R,CL,396
397,397,CM_R,9.757333333,-19.96266667,-0.032,R,CM,397
398,398,LD_R,5.413793103,-12.03448276,15.03448276,R,LD,398
399,399,LGN_R,21.54104478,-26.54477612,-4.768656716,R,LGN,399
400,400,LP_R,9.033457249,-16.42007435,15.29739777,R,LP,400
402,402,MDl_R,7.03525641,-13.6025641,5.868589744,R,MDl,402
403,403,MDm_R,3.704974271,-15.19468268,5.036020583,R,MDm,403
404,404,MGN_R,14.14880952,-25.73809524,-4.982142857,R,MGN,404
406,406,Pf_R,5.807692308,-20.82692308,-2.307692308,R,Pf,406
407,407,PuA_R,11.68881119,-22.48251748,7.006993007,R,PuA,407
408,408,PuI_R,17.20532319,-29.70722433,0.152091255,R,PuI,408
409,409,PuL_R,17.39655172,-23.94827586,11.38362069,R,PuL,409
410,410,PuM_R,12.14751185,-28.08767773,7.337677725,R,PuM,410
411,411,VA_R,9.032733224,-3.610474632,4.126022913,R,VA,411
412,412,VLa_R,12.07608696,-8.144927536,6.764492754,R,VLa,412
413,413,VLp_R,12.68957529,-12.56833977,8.102702703,R,VLp,413
414,414,VPL_R,16.89212828,-19.85641399,5.962099125,R,VPL,414
415,415,Putam_R,25.62406788,2.393288763,0.153767035,R,Putam,415
416,416,Caud_R,14.44770408,8.2069161,9.288407029,R,Caud,416
417,417,NAc_R,9.407345576,8.908180301,-9.976627713,R,NAc,417
418,418,Gpe_R,19.15391156,-0.172619048,-0.448979592,R,Gpe,418
419,419,Gpi_R,17.12578616,-4.083333333,-4.503144654,R,Gpi,419
420,420,Amyg_R,22.89467162,-3.587980173,-20.14560099,R,Amyg,420
421,421,SNpc_R,8.209677419,-19.30645161,-14.1827957,R,SNpc,421
422,422,SNpr_R,10.03786192,-15.97772829,-13.49888641,R,SNpr,422
423,423,VTA_R,3.738095238,-20.69047619,-16.78571429,R,VTA,423
424,424,MB_R,2.396226415,-7.79245283,-14.78301887,R,MB,424
425,425,Septum_R,1.182857143,6.382857143,-3.045714286,R,Septum,425
426,426,Nb_R,15.35836177,-0.233788396,-10.03924915,R,Nb,426
