1,1,Uncertain_1,-22.50227294,-66.2601237,6.563685726
2,2,Uncertain_2,25.01729548,-65.22041543,5.875887341
3,3,Uncertain_3,21.90100672,57.31716288,11.2202061
4,4,Uncertain_4,-51.59983669,-15.36217707,-0.371171337
5,5,Uncertain_5,6.689309033,67.82990173,7.250789847
6,6,Uncertain_6,-18.28216747,6.91505102,5.748712627
7,7,Uncertain_7,14.3802731,1.44011045,7.420661914
8,8,Uncertain_8,-34.02342911,1.237044212,-0.312301636
9,9,Uncertain_9,59.28255138,5.028600317,5.308958207
10,10,Uncertain_10,47.40549594,-3.631553313,-3.555203844
11,11,Uncertain_11,50.5158191,-2.084588659,6.126281041
12,12,Uncertain_12,30.82266781,62.47506587,16.21297483
13,13,Sensory_Somatomotor_Hand_13,-6.26317672,-31.12710956,72.983364
14,14,Sensory_Somatomotor_Hand_14,-12.7926644,5.3424442,57.16923683
15,15,Sensory_Somatomotor_Hand_15,-0.442924209,7.134940085,63.45552721
16,16,Sensory_Somatomotor_Hand_16,8.30573659,21.53613639,61.90447052
17,17,Sensory_Somatomotor_Hand_17,-6.052348462,-2.028189631,77.94594012
18,18,Sensory_Somatomotor_Hand_18,-6.806182897,-14.85017109,82.7295625
19,19,Sensory_Somatomotor_Hand_19,12.24776723,-12.37070946,85.58675199
20,20,Sensory_Somatomotor_Hand_20,-49.64386062,-2.085064459,60.87964149
21,21,Sensory_Somatomotor_Hand_21,27.29186213,4.44337156,83.61107909
22,22,Sensory_Somatomotor_Hand_22,9.01978302,-23.57706451,83.31269836
23,23,Sensory_Somatomotor_Hand_23,-20.65831815,-10.79165361,84.7395325
24,24,Sensory_Somatomotor_Hand_24,-35.84188928,1.839549773,70.75755708
25,25,Sensory_Somatomotor_Hand_25,28.19794387,-12.00025602,73.49149583
26,26,Sensory_Somatomotor_Hand_26,44.38288037,3.211598483,60.9214646
27,27,Sensory_Somatomotor_Hand_27,-34.26795048,-7.438731493,83.13514813
28,28,Sensory_Somatomotor_Hand_28,19.15628458,-6.390819874,73.7807583
29,29,Sensory_Somatomotor_Hand_29,41.33274823,12.32338378,72.61604482
30,30,Sensory_Somatomotor_Hand_30,-23.42455138,-21.25477887,75.61829773
31,31,Sensory_Somatomotor_Hand_31,9.137241273,1.642719902,84.67111069
32,32,Sensory_Somatomotor_Hand_32,20.36543019,-17.36669042,81.70418188
33,33,Sensory_Somatomotor_Hand_33,-39.94938156,-11.89272452,65.08706943
34,34,Sensory_Somatomotor_Hand_34,-18.46351161,-9.324746139,75.58297395
35,35,Sensory_Somatomotor_Hand_35,-12.21058439,0.958100949,85.52732101
36,36,Sensory_Somatomotor_Hand_36,37.06820099,2.429501892,71.38289836
37,37,Sensory_Somatomotor_Hand_37,-34.91647809,4.738446425,83.38421183
38,38,Sensory_Somatomotor_Hand_38,-14.82933807,-26.50235748,82.51582336
39,39,Sensory_Somatomotor_Hand_39,1.696974353,-7.906544837,73.70638995
40,40,Sensory_Somatomotor_Hand_40,2.509575396,3.400717532,72.81645034
41,41,Sensory_Somatomotor_Hand_41,35.14121341,4.423241799,62.11005861
42,42,Sensory_Somatomotor_Mouth_42,-44.68959663,10.78623999,54.9210317
43,43,Sensory_Somatomotor_Mouth_43,31.77973823,15.10740443,36.43650977
44,44,Sensory_Somatomotor_Mouth_44,47.42829,16.92774725,51.2712897
45,45,Sensory_Somatomotor_Mouth_45,-48.7243576,12.31893158,45.30644836
46,46,Sensory_Somatomotor_Mouth_46,60.60781184,16.10108444,45.25216377
47,47,Cingulo-opercular_Task_Control_47,-2.527598543,25.13064698,68.85072489
48,48,Cingulo-opercular_Task_Control_48,49.88634251,-5.514869025,51.48163305
49,49,Cingulo-opercular_Task_Control_49,18.19744634,13.7843649,78.21556214
50,50,Cingulo-opercular_Task_Control_50,-15.68193224,14.74997525,84.85227517
51,51,Cingulo-opercular_Task_Control_51,-9.529275426,20.27266463,59.70184931
52,52,Cingulo-opercular_Task_Control_52,32.69571322,26.79357122,20.81086313
53,53,Cingulo-opercular_Task_Control_53,12.80187979,19.72640537,83.85067305
54,54,Cingulo-opercular_Task_Control_54,6.321111083,31.65038675,66.95899174
55,55,Cingulo-opercular_Task_Control_55,-41.68214207,22.78406183,32.70031666
56,56,Cingulo-opercular_Task_Control_56,44.79118448,32.50733444,23.89681786
57,57,Cingulo-opercular_Task_Control_57,-31.44480849,26.6530872,29.07395429
58,58,Cingulo-opercular_Task_Control_58,-47.01241518,32.26635511,23.47812223
59,59,Cingulo-opercular_Task_Control_59,-4.881541777,40.20979209,54.26486878
60,60,Cingulo-opercular_Task_Control_60,32.41691118,34.0253968,25.8039404
61,61,Auditory_61,28.05489113,-1.034643648,34.07658725
62,62,Auditory_62,60.80322067,-7.654962675,39.35305269
63,63,Auditory_63,54.03556254,9.384237652,29.57060976
64,64,Auditory_64,-33.95439335,-8.748561787,37.72228956
65,65,Auditory_65,-55.71646595,-0.522481254,36.14756995
66,66,Auditory_66,-45.79634126,0.017292972,27.57893467
67,67,Auditory_67,39.87035739,0.720030328,40.78801432
68,68,Auditory_68,-46.28881149,-11.43770326,46.12841599
69,69,Auditory_69,-48.5768775,0.39135511,44.35881296
70,70,Auditory_70,-51.18186181,14.36849404,35.2850296
71,71,Auditory_71,50.57431034,19.34026893,34.53318172
72,72,Auditory_72,54.08127185,4.845529451,49.32628104
73,73,Auditory_73,-27.33261388,-2.181723583,33.53105279
74,74,Default_mode_74,-33.75140531,-49.72287606,41.60974561
75,75,Default_mode_75,5.14849673,90.79421561,27.74132612
76,76,Default_mode_76,7.101227096,74.35506439,16.45668571
77,77,Default_mode_77,-11.75976604,-12.59530109,22.24892285
78,78,Default_mode_78,-17.62250028,86.80461124,22.74395827
79,79,Default_mode_79,-40.98864735,-35.75508816,38.12766677
80,80,Default_mode_80,37.42256707,-49.28146245,39.95315003
81,81,Default_mode_81,-40.9195807,40.29311457,-2.90932824
82,82,Default_mode_82,42.29765751,43.98020997,-0.756401015
83,83,Default_mode_83,-62.71626859,5.273490192,9.187698364
84,84,Uncertain_84,-53.46787044,1.640406654,9.687698364
85,85,Uncertain_85,24.13939956,41.28742199,11.09750849
86,86,Default_mode_86,-37.59798446,-40.90553567,50.6665716
87,87,Default_mode_87,-33.77369839,-50.55968064,58.19081849
88,88,Default_mode_88,-6.636025202,-29.20334335,42.65912694
89,89,Default_mode_89,6.103417524,-33.39708866,51.41447002
90,90,Default_mode_90,-10.01575113,-28.550462,32.78581453
91,91,Default_mode_91,-2.496144249,-21.14530763,29.38928567
92,92,Default_mode_92,7.254174964,-23.0706306,46.93848701
93,93,Default_mode_93,13.32056427,-35.79679108,41.81426086
94,94,Default_mode_94,-1.678935087,-14.57838102,60.2589009
95,95,Default_mode_95,10.04956355,-26.33269479,33.77853565
96,96,Default_mode_96,47.06139543,-34.63220413,50.3651675
97,97,Default_mode_97,22.92255036,54.72560363,67.67034821
98,98,Default_mode_98,-9.72084663,59.50796618,72.04484122
99,99,Default_mode_99,-14.97914643,49.13994555,71.46312872
100,100,Default_mode_100,-31.43766258,40.03021719,69.59306114
101,101,Default_mode_101,23.88048445,62.21019481,56.99084797
102,102,Default_mode_102,13.02790318,76.29876051,61.80368583
103,103,Default_mode_103,-9.184868631,75.72422974,62.70035659
104,104,Default_mode_104,-19.48585275,65.87704161,62.26402235
105,105,Default_mode_105,4.454603428,76.39984336,42.98769836
106,106,Default_mode_106,5.408617655,85.9067757,49.35595233
107,107,Default_mode_107,-6.358188788,74.11282697,30.04552584
108,108,Default_mode_108,7.49239671,75.14157638,34.62192974
109,109,Default_mode_109,-3.140410556,69.27797537,23.19237855
110,110,Default_mode_110,7.522508742,66.79276218,24.78738191
111,111,Default_mode_111,-9.920831773,65.6011033,34.53715234
112,112,Default_mode_112,-1.827273695,58.77209366,56.62282495
113,113,Default_mode_113,-2.911628916,63.00122737,41.30953381
114,114,Default_mode_114,-19.12561316,86.19100189,46.34010894
115,115,Default_mode_115,-8.109413726,68.91103749,48.18769836
116,116,Default_mode_116,59.0790752,16.45405569,6.0674452
117,117,Default_mode_117,-52.65746307,13.53475189,14.76894836
118,118,Default_mode_118,-54.38143009,-3.354229662,19.60528078
119,119,Default_mode_119,59.66770177,-2.738405284,13.25946123
120,120,Default_mode_120,-63.0509315,-13.89081987,17.60883401
121,121,Default_mode_121,12.8199021,51.37085086,77.72028978
122,122,Default_mode_122,10.29802576,56.98393414,43.20950522
123,123,Default_mode_123,47.45822868,25.74450268,9.418711022
124,124,Default_mode_124,-23.64267579,-12.41533697,15.22403328
125,125,Default_mode_125,24.63509928,-7.706028387,9.936145569
126,126,Default_mode_126,-31.52821188,-9.460489474,8.2661913
127,127,Default_mode_127,25.97322086,-44.7072493,-9.562699092
128,128,Default_mode_128,46.92195888,35.14900662,-1.413248008
129,129,Default_mode_129,-49.010818,30.93635395,1.977255326
130,130,Default_mode_130,42.56209205,-23.53176457,46.5717109
131,131,Default_mode_131,-45.11779427,-14.90052654,22.43572364
132,132,Uncertain_132,-29.27656204,43.85243554,10.27932554
133,133,Memory_retrieval_133,-2.285920633,-11.31645041,47.6201308
134,134,Memory_retrieval_134,-6.832841665,-46.68073981,54.53209015
135,135,Memory_retrieval_135,10.71941731,-41.81712014,55.06091548
136,136,Memory_retrieval_136,3.566318077,-24.23670776,66.75257178
137,137,Default_mode_137,-42.47236988,56.20133654,15.7073834
138,138,Ventral_attention_138,-9.122403407,31.30972246,81.07780825
139,139,Default_mode_139,44.60969388,60.34976966,15.18769836
140,140,Uncertain_140,8.115060065,-60.40235002,12.5762334
141,141,Uncertain_141,15.71030852,-59.70725164,6.630398521
142,142,Uncertain_142,-10.0842874,-62.68864207,6.022063689
143,143,Visual_143,16.45343355,-17.84242834,12.0326596
144,144,Visual_144,35.58017446,-47.26860422,29.19895238
145,145,Visual_145,7.689704895,-43.3041153,28.20644836
146,146,Visual_146,-6.503373814,-52.44236425,23.79084797
147,147,Visual_147,-24.9443623,-52.70140317,33.6481414
148,148,Visual_148,19.04990194,-37.36170776,20.82693887
149,149,Visual_149,-21.15621542,-62.4899918,34.43375515
150,150,Visual_150,25.51369864,-29.48591817,11.33503379
151,151,Visual_151,-11.51567696,-39.77208866,14.46643852
152,152,Visual_152,-16.89995961,-39.28120934,23.90288824
153,153,Visual_153,40.27418524,-47.88921464,8.762501514
154,154,Visual_154,-42.79578486,-47.02833773,10.79933358
155,155,Visual_155,-12.23322702,-63.95585333,43.93769836
156,156,Visual_156,13.66713128,-59.09595724,49.68289067
157,157,Visual_157,25.50632799,-50.51177367,39.62539804
158,158,Visual_158,18.45448061,-54.61320427,16.58106329
159,159,Visual_159,13.44761959,-50.5095795,45.24041154
160,160,Visual_160,-14.59975462,-23.80315699,19.25156129
161,161,Visual_161,38.93313331,-36.92902199,12.60330346
162,162,Visual_162,20.49303537,-58.26976309,39.98580562
163,163,Visual_163,5.047397697,-45.11924497,40.22374852
164,164,Visual_164,-37.92552948,-47.86270905,20.42676086
165,165,Visual_165,25.01048411,-49.48920316,4.187698364
166,166,Visual_166,-11.51083657,-52.11005445,46.79176722
167,167,Visual_167,-2.302705951,-54.32457382,36.88170467
168,168,Visual_168,-36.67585114,-58.05959052,13.17663991
169,169,Visual_169,34.02174524,-56.00329159,28.16751203
170,170,Visual_170,4.927425526,-51.62149811,23.40374775
171,171,Visual_171,-23.21532934,-60.22666918,19.92331267
172,172,Visual_172,-30.36600356,-48.65617679,7.350707769
173,173,Visual_173,33.67734149,-50.18507739,16.73086948
174,174,Fronto-parietal_Task_Control_174,-40.5242128,22.69521427,64.50901498
175,175,Fronto-parietal_Task_Control_175,45.58718203,46.13768436,48.62845666
176,176,Fronto-parietal_Task_Control_176,-44.03104429,31.52119057,46.64681786
177,177,Fronto-parietal_Task_Control_177,-47.20553714,-23.04703213,61.76997685
178,178,Fronto-parietal_Task_Control_178,-19.66732163,30.98088099,80.03325219
179,179,Fronto-parietal_Task_Control_179,53.10322435,-22.56191867,6.232869704
180,180,Fronto-parietal_Task_Control_180,22.2389748,70.51391856,15.19880948
181,181,Fronto-parietal_Task_Control_181,30.62865123,78.58880995,16.70902538
182,182,Uncertain_182,-19.94619283,66.72339096,10.50940993
183,183,Uncertain_183,-16.90601118,-44.98001995,-1.926186191
184,184,Uncertain_184,15.02250874,-47.57333751,-11.43730164
185,185,Uncertain_185,32.09062225,-35.31047449,-10.21072683
186,186,Fronto-parietal_Task_Control_186,44.79786948,31.38308458,53.60267496
187,187,Fronto-parietal_Task_Control_187,-38.72827539,26.13194677,55.15147789
188,188,Fronto-parietal_Task_Control_188,-38.36004077,59.61427505,45.06210967
189,189,Fronto-parietal_Task_Control_189,35.12083298,65.72613388,39.40353687
190,190,Fronto-parietal_Task_Control_190,45.12931254,-14.6332663,62.45193887
191,191,Fronto-parietal_Task_Control_191,-25.03929901,-34.43253097,61.93104735
192,192,Fronto-parietal_Task_Control_192,40.46686296,-26.3896906,62.55702544
193,193,Fronto-parietal_Task_Control_193,28.39820099,34.82448473,72.95992925
194,194,Fronto-parietal_Task_Control_194,32.72251201,-40.3316359,53.606596
195,195,Fronto-parietal_Task_Control_195,-37.78776213,-31.68348581,60.7926164
196,196,Fronto-parietal_Task_Control_196,37.54291177,37.71586322,58.89451294
197,197,Fronto-parietal_Task_Control_197,-31.2643577,78.67046199,32.90913811
198,198,Fronto-parietal_Task_Control_198,-39.07810233,67.9830635,26.75483896
199,199,Fronto-parietal_Task_Control_199,30.5723716,-28.03737489,59.46731922
200,200,Fronto-parietal_Task_Control_200,39.52270886,73.62702551,25.35935191
201,201,Fronto-parietal_Task_Control_201,-39.38171607,43.70729336,52.82118968
202,202,Fronto-parietal_Task_Control_202,-2.793360025,48.02539175,63.00069361
203,203,Salience_203,9.581340524,-15.84533532,65.1706441
204,204,Salience_204,50.34429104,-19.00745782,54.02024181
205,205,Salience_205,40.69992172,22.6427424,61.7589009
206,206,Salience_206,30.45774823,54.5300767,47.63179285
207,207,Salience_207,44.38621604,41.40494801,34.62034496
208,208,Salience_208,-32.22728729,43.19637299,26.10019836
209,209,Salience_209,32.89582757,45.42310237,27.98516672
210,210,Salience_210,33.54130847,55.75437806,23.77492578
211,211,Salience_211,30.99435483,40.22645862,18.68769836
212,212,Salience_212,-10.7576047,47.51505402,47.85752459
213,213,Salience_213,-1.223277884,37.92515682,62.58049962
214,214,Salience_214,-26.46579901,74.10700189,46.82129836
215,215,Salience_215,-0.300293464,50.88543533,48.58072531
216,216,Salience_216,4.150443578,44.98341609,57.00829119
217,217,Salience_217,9.077999567,44.12939052,48.43414386
218,218,Salience_218,29.00839056,79.16641658,40.22403328
219,219,Salience_219,24.16313374,72.48303116,51.27472368
220,220,Salience_220,-35.19677933,74.15852158,43.62076923
221,221,Memory_retrieval_221,1.965784721,0.391061701,47.80013856
222,222,Subcortical_222,4.530588236,2.267984785,22.77245731
223,223,Subcortical_223,-1.989318884,12.13446374,34.76639471
224,224,Subcortical_224,-9.767839359,7.648675943,29.7288376
225,225,Subcortical_225,10.51998837,8.467578995,30.87772952
226,226,Subcortical_226,-4.563085606,-1.135172992,19.25395414
227,227,Subcortical_227,-19.97944815,31.78951053,21.2206654
228,228,Subcortical_228,-13.52673968,27.71443939,32.53421735
229,229,Subcortical_229,27.28676231,11.80863161,25.13266692
230,230,Subcortical_230,20.37917496,34.21002792,26.94795073
231,231,Subcortical_231,26.03297587,25.33051611,28.57000484
232,232,Subcortical_232,-28.10397464,14.52268702,23.95826798
233,233,Subcortical_233,12.89889654,28.94686437,31.39914511
234,234,Subcortical_234,7.3861327,21.48878447,29.71674075
235,235,Ventral_attention_235,50.03687286,-17.41300201,40.67676086
236,236,Ventral_attention_236,-51.39437782,-23.9184552,30.57473864
237,237,Ventral_attention_237,-50.8337326,-16.43302155,32.77051086
238,238,Ventral_attention_238,47.95972443,-5.558021545,28.52363586
239,239,Ventral_attention_239,46.61946876,-0.447031283,18.0360396
240,240,Ventral_attention_240,51.42693322,-18.96450759,30.06289584
241,241,Ventral_attention_241,48.67126881,57.16694826,25.48738291
242,242,Ventral_attention_242,-45.15280137,47.05774718,25.64210088
243,243,Cerebellar_243,-14.64369248,-34.45781226,3.307449531
244,244,Cerebellar_244,-29.70067672,-25.29168,-1.024375939
245,245,Cerebellar_245,19.96070099,-26.30899811,0.187698364
246,246,Cerebellar_246,0.372654967,-31.29778516,5.181458115
247,247,Uncertain_247,29.17772855,16.92082473,-6.213876439
248,248,Uncertain_248,-27.93513234,19.15975189,-7.012301636
249,249,Uncertain_249,44.92145452,26.54274836,-9.349193315
250,250,Uncertain_250,-46.45665683,22.67352559,-9.194608113
251,251,Dorsal_attention_251,10.45972443,-39.74893951,71.32207336
252,252,Dorsal_attention_252,-47.14448434,-36.45292555,25.27129458
253,253,Uncertain_253,-42.39981612,-22.0107866,2.728911428
254,254,Uncertain_254,43.14049957,-16.37860711,4.818030118
255,255,Sensory_Somatomotor_Hand_255,42.54377061,-6.186865988,66.89972368
256,256,Dorsal_attention_256,18.97144626,-41.12711719,60.5488971
257,257,Dorsal_attention_257,41.80400527,-31.19707259,22.62192974
